,demand
1448,1.59852
1449,1.58404
1450,1.53356
1451,1.6426399999999999
1452,1.60952
1453,1.62376
1454,1.677
1455,1.71902
1456,1.9960799999999999
1457,1.95308
1458,1.96054
1459,1.90056
1460,1.8165799999999999
1461,2.00754
1462,2.01106
1463,2.09152
1464,2.24452
1465,2.2365399999999998
1466,2.30702
1467,2.2735
1468,2.35958
1469,2.61404
1470,3.04882
1471,3.18918
1472,3.50594
1473,3.831719992
1474,3.99272
1475,3.85418
1476,4.0313
1477,4.148680000000001
1478,4.07376
1479,3.8053000000000003
1480,3.55878
1481,3.6967399999999997
1482,3.88964
1483,3.7782199999999997
1484,3.801280008
1485,3.96734
1486,3.8733
1487,3.9323
1488,3.70886
1489,3.8322599999999998
1490,4.04704
1491,3.96546
1492,3.658039992
1493,3.51098
1494,3.56698
1495,3.927
1496,4.00698
1497,3.94506
1498,3.47952
1499,3.5926799999999997
1500,3.43864
1501,3.33608
1502,3.29114
1503,3.25466
1504,2.96606
1505,3.0965
1506,3.19098
1507,2.933999992
1508,3.26702
1509,2.98348
1510,2.97902
1511,2.93852
1512,2.58604
1513,2.93346
1514,2.95998
1515,3.07252
1516,3.09654
1517,3.04004
1518,3.046
1519,2.95454
1520,2.86252
1521,2.90148
1522,2.77252
1523,2.57652
1524,2.3335
1525,2.07954
1526,2.23202
1527,2.22196
1528,2.231
1529,2.18052
1530,2.23104
1531,2.21804
1532,2.30202
1533,2.14404
1534,2.17102
1535,2.17452
1536,2.19552
1537,2.17204
1538,2.10304
1539,2.03202
1540,1.8825
1541,1.84852
1542,1.85252
1543,1.7595
1544,1.72252
1545,1.718
1546,1.751
1547,1.74
1548,1.79752
1549,1.72454
1550,1.742
1551,1.7715
1552,1.70904
1553,1.67252
1554,1.66652
1555,1.667
1556,1.754
1557,1.77854
1558,1.8020399999999999
1559,1.9435
1560,2.05148
1561,2.18304
1562,2.27404
1563,2.34396
1564,2.58452
1565,2.74748
1566,3.24598
1567,3.13152
1568,3.19648
1569,3.55698
1570,3.81698
1571,4.38654
1572,4.03546
1573,3.98196
