,site
17434,0.0
17435,0.0
17436,0.0
17437,0.0
17438,0.0
17439,0.0
17440,0.0
17441,0.0
17442,0.0
17443,0.0
17444,0.0
17445,0.0
17446,0.0
17447,0.0
17448,0.0
17449,0.0
17450,0.0
17451,0.0
17452,0.0
17453,0.0
17454,0.0
17455,0.0
17456,0.0
17457,0.0
17458,0.0
17459,0.0
17460,0.0
17461,0.0
17462,0.0
17463,0.0
17464,0.0
17465,0.0
17466,0.0
17467,0.0
17468,0.0
17469,0.0
17470,0.0
17471,0.0
17472,0.0
17473,0.0
17474,0.0
17475,0.0
17476,0.0
17477,-8.326672684688674e-17
17478,0.0
17479,0.0
17480,0.0
17481,0.0
17482,-1.1102230246251565e-16
17483,0.0
17484,0.0
17485,0.0
17486,0.0
17487,0.0
17488,0.0
17489,0.0
17490,0.0
17491,0.0
17492,0.0
17493,-2.220446049250313e-16
17494,0.0
17495,0.0
17496,-1.1102230246251565e-16
17497,0.0
17498,0.0
17499,0.0
17500,0.0
17501,-4.440892098500626e-16
17502,0.0
17503,-4.440892098500626e-16
17504,0.0
17505,-4.440892098500626e-16
17506,0.0
17507,0.0
17508,0.0
17509,0.0
17510,0.0
17511,0.0
17512,0.0
17513,0.0
17514,0.0
17515,0.0
17516,-4.440892098500626e-16
17517,4.440892098500626e-16
17518,8.881784197001252e-16
17519,0.0
17520,0.0
17521,4.440892098500626e-16
17522,0.0
17523,4.440892098500626e-16
17524,4.440892098500626e-16
17525,0.0
17526,0.0
17527,8.881784197001252e-16
17528,0.0
17529,0.0
17530,-4.440892098500626e-16
17531,0.0
17532,0.0
17533,4.440892098500626e-16
17534,-4.440892098500626e-16
17535,4.440892098500626e-16
17536,0.0
17537,0.0
17538,0.0
17539,0.0
17540,0.0
17541,0.0
17542,0.0
17543,0.0
17544,0.0
17545,0.0
17546,0.0
17547,0.0
17548,-5.551115123125783e-17
17549,0.0
17550,0.0
17551,0.0
17552,0.0
17553,0.0
17554,0.0
17555,0.0
17556,0.0
17557,0.0
17558,0.0
17559,0.0
17560,0.0
17561,0.0
17562,0.0
17563,0.0
17564,0.0
17565,0.0
17566,0.0
17567,0.0
17568,0.0
17569,0.0
17570,0.0
17571,0.0
17572,0.0
17573,0.0
17574,0.0
17575,0.0
17576,-2.220446049250313e-16
17577,0.0
17578,0.0
17579,0.0
17580,0.0
17581,0.0
17582,0.0
17583,0.0
17584,0.0
17585,-8.326672684688674e-17
17586,0.0
17587,0.0
17588,0.0
17589,2.220446049250313e-16
17590,0.0
17591,0.0
17592,0.0
17593,0.0
17594,1.1102230246251565e-16
17595,0.0
17596,0.0
17597,0.0
17598,0.0
17599,0.0
17600,4.440892098500626e-16
17601,0.0
17602,-4.440892098500626e-16
17603,-4.440892098500626e-16
17604,0.0
17605,8.881784197001252e-16
17606,0.0
17607,0.0
17608,0.0
17609,8.881784197001252e-16
17610,-4.440892098500626e-16
17611,-8.881784197001252e-16
17612,0.0
17613,-8.881784197001252e-16
17614,0.0
17615,3.3306690738754696e-16
17616,0.0
17617,4.440892098500626e-16
17618,0.0
17619,4.440892098500626e-16
17620,4.440892098500626e-16
17621,-4.440892098500626e-16
17622,8.881784197001252e-16
17623,-4.440892098500626e-16
17624,3.3306690738754696e-16
17625,4.440892098500626e-16
17626,0.0
17627,-4.440892098500626e-16
17628,-2.220446049250313e-16
17629,4.440892098500626e-16
17630,0.0
17631,0.0
17632,0.0
17633,0.0
17634,0.0
17635,0.0
17636,0.0
17637,0.0
17638,0.0
17639,0.0
17640,0.0
17641,0.0
17642,0.0
17643,0.0
17644,0.0
17645,0.0
17646,0.0
17647,0.0
17648,0.0
17649,0.0
17650,0.0
17651,0.0
17652,0.0
17653,0.0
17654,0.0
17655,0.0
17656,0.0
17657,0.0
17658,0.0
17659,0.0
17660,0.0
17661,0.0
17662,0.0
17663,0.0
17664,0.0
17665,0.0
17666,0.0
17667,0.0
17668,0.0
17669,0.0
17670,2.7755575615628914e-17
17671,0.0
17672,0.0
17673,0.0
17674,0.0
17675,-1.1102230246251565e-16
17676,0.0
17677,0.0
17678,0.0
17679,0.0
17680,0.0
17681,0.0
17682,-2.220446049250313e-16
17683,0.0
17684,0.0
17685,0.0
17686,2.220446049250313e-16
17687,0.0
17688,0.0
17689,-4.440892098500626e-16
17690,0.0
17691,0.0
17692,0.0
17693,4.440892098500626e-16
17694,0.0
17695,-5.551115123125783e-16
17696,0.0
17697,8.881784197001252e-16
17698,-2.220446049250313e-16
17699,0.0
17700,-8.881784197001252e-16
17701,8.881784197001252e-16
17702,-8.881784197001252e-16
17703,-4.440892098500626e-16
17704,8.881784197001252e-16
17705,-4.440892098500626e-16
17706,0.0
17707,4.440892098500626e-16
17708,-4.440892098500626e-16
17709,-4.440892098500626e-16
17710,4.440892098500626e-16
17711,0.0
17712,-4.440892098500626e-16
17713,-4.440892098500626e-16
17714,0.0
17715,0.0
17716,0.0
17717,4.440892098500626e-16
17718,8.881784197001252e-16
17719,4.440892098500626e-16
17720,0.0
17721,0.0
17722,0.0
17723,0.0
17724,-2.7755575615628914e-16
17725,0.0
17726,0.0
17727,2.220446049250313e-16
17728,0.0
17729,0.0
17730,0.0
17731,0.0
17732,0.0
17733,0.0
17734,0.0
17735,0.0
17736,0.0
17737,0.0
17738,-2.220446049250313e-16
17739,-2.220446049250313e-16
17740,0.0
17741,0.0
17742,0.0
17743,0.0
17744,0.0
17745,0.0
17746,0.0
17747,0.0
17748,0.0
17749,0.0
17750,0.0
17751,0.0
17752,0.0
17753,0.0
17754,0.0
17755,0.0
17756,0.0
17757,0.0
17758,0.0
17759,0.0
17760,0.0
17761,0.0
17762,0.0
17763,0.0
17764,0.0
17765,1.1102230246251565e-16
17766,0.0
17767,0.0
17768,0.0
17769,0.0
17770,0.0
17771,0.0
17772,0.0
17773,0.0
17774,-2.220446049250313e-16
17775,0.0
17776,-8.326672684688674e-17
17777,0.0
17778,0.0
17779,0.0
17780,0.0
17781,0.0
17782,0.0
17783,0.0
17784,0.0
17785,0.0
17786,0.0
17787,0.0
17788,0.0
17789,-2.220446049250313e-16
17790,0.0
17791,4.440892098500626e-16
17792,4.440892098500626e-16
17793,6.661338147750939e-16
17794,2.220446049250313e-16
17795,4.440892098500626e-16
17796,-4.440892098500626e-16
17797,2.220446049250313e-16
17798,2.220446049250313e-16
17799,0.0
17800,6.661338147750939e-16
17801,2.220446049250313e-16
17802,-8.881784197001252e-16
17803,4.440892098500626e-16
17804,0.0
17805,-2.220446049250313e-16
17806,2.220446049250313e-16
17807,-2.220446049250313e-16
17808,0.0
17809,0.0
17810,0.0
17811,0.0
17812,-6.661338147750939e-16
17813,0.0
17814,4.440892098500626e-16
17815,-4.440892098500626e-16
17816,0.0
17817,0.0
17818,0.0
17819,0.0
17820,0.0
17821,0.0
17822,0.0
17823,0.0
17824,0.0
17825,0.0
17826,0.0
17827,0.0
17828,0.0
17829,0.0
17830,0.0
17831,0.0
17832,0.0
17833,0.0
17834,0.0
17835,0.0
17836,0.0
17837,0.0
17838,0.0
17839,0.0
17840,0.0
17841,0.0
17842,0.0
17843,0.0
17844,0.0
17845,0.0
17846,0.0
17847,0.0
17848,0.0
17849,0.0
17850,0.0
17851,0.0
17852,0.0
17853,0.0
17854,0.0
17855,0.0
17856,0.0
17857,0.0
17858,0.0
17859,0.0
17860,0.0
17861,0.0
17862,0.0
17863,0.0
17864,0.0
17865,0.0
17866,0.0
17867,0.0
17868,0.0
17869,0.0
17870,0.0
17871,0.0
17872,0.0
17873,2.7755575615628914e-17
17874,0.0
17875,0.0
17876,0.0
17877,1.1102230246251565e-16
17878,-1.1102230246251565e-16
17879,-1.1102230246251565e-16
17880,-1.1102230246251565e-16
17881,1.1102230246251565e-16
17882,1.1102230246251565e-16
17883,-2.220446049250313e-16
17884,2.220446049250313e-16
17885,0.0
17886,5.551115123125783e-16
17887,-8.881784197001252e-16
17888,-1.1102230246251565e-16
17889,6.661338147750939e-16
17890,-5.898059818321144e-16
17891,6.661338147750939e-16
17892,-1.1102230246251565e-16
17893,-6.661338147750939e-16
17894,6.661338147750939e-16
17895,6.661338147750939e-16
17896,-2.220446049250313e-16
17897,-4.440892098500626e-16
17898,-4.440892098500626e-16
17899,1.0269562977782698e-15
17900,0.0
17901,-4.440892098500626e-16
17902,2.220446049250313e-16
17903,-2.220446049250313e-16
17904,0.0
17905,-2.220446049250313e-16
17906,-4.440892098500626e-16
17907,4.440892098500626e-16
17908,-2.220446049250313e-16
17909,4.440892098500626e-16
17910,4.440892098500626e-16
17911,-8.881784197001252e-16
17912,7.771561172376096e-16
17913,8.881784197001252e-16
17914,2.220446049250313e-16
17915,5.551115123125783e-16
17916,-1.1102230246251565e-16
17917,-2.220446049250313e-16
17918,-4.440892098500626e-16
17919,3.3306690738754696e-16
17920,-2.220446049250313e-16
17921,0.0
17922,0.0
17923,2.220446049250313e-16
17924,0.0
17925,0.0
17926,0.0
17927,0.0
17928,0.0
17929,0.0
17930,0.0
17931,0.0
17932,0.0
17933,0.0
17934,0.0
17935,-2.7755575615628914e-17
17936,0.0
17937,0.0
17938,0.0
17939,0.0
17940,0.0
17941,0.0
17942,0.0
17943,0.0
17944,0.0
17945,0.0
17946,0.0
17947,0.0
17948,0.0
17949,0.0
17950,0.0
17951,0.0
17952,0.0
17953,0.0
17954,0.0
17955,0.0
17956,0.0
17957,0.0
17958,0.0
17959,0.0
17960,0.0
17961,2.220446049250313e-16
17962,0.0
17963,0.0
17964,0.0
17965,0.0
17966,-1.1102230246251565e-16
17967,0.0
17968,0.0
17969,0.0
17970,0.0
17971,0.0
17972,0.0
17973,0.0
17974,0.0
17975,0.0
17976,2.220446049250313e-16
17977,0.0
17978,0.0
17979,0.0
17980,4.440892098500626e-16
17981,4.440892098500626e-16
17982,4.440892098500626e-16
17983,-8.881784197001252e-16
17984,8.881784197001252e-16
17985,-4.440892098500626e-16
17986,-4.440892098500626e-16
17987,0.0
17988,-8.881784197001252e-16
17989,4.440892098500626e-16
17990,4.440892098500626e-16
17991,-4.440892098500626e-16
17992,4.440892098500626e-16
17993,-4.440892098500626e-16
17994,0.0
17995,-4.440892098500626e-16
17996,0.0
17997,-8.881784197001252e-16
17998,-8.881784197001252e-16
17999,0.0
18000,8.881784197001252e-16
18001,-8.881784197001252e-16
18002,4.440892098500626e-16
18003,1.4710455076283324e-15
18004,0.0
18005,0.0
18006,8.881784197001252e-16
18007,-8.881784197001252e-16
18008,8.881784197001252e-16
18009,-8.881784197001252e-16
18010,4.440892098500626e-16
18011,-4.440892098500626e-16
18012,2.220446049250313e-16
18013,-2.220446049250313e-16
18014,2.220446049250313e-16
18015,-2.220446049250313e-16
18016,0.0
18017,0.0
18018,0.0
18019,0.0
18020,5.551115123125783e-17
18021,0.0
18022,0.0
18023,0.0
18024,0.0
18025,0.0
18026,0.0
18027,0.0
18028,0.0
18029,0.0
18030,0.0
18031,0.0
18032,0.0
18033,0.0
18034,0.0
18035,0.0
18036,0.0
18037,0.0
18038,0.0
18039,0.0
18040,0.0
18041,0.0
18042,0.0
18043,0.0
18044,0.0
18045,0.0
18046,0.0
18047,0.0
18048,0.0
18049,0.0
18050,0.0
18051,0.0
18052,0.0
18053,0.0
18054,0.0
18055,0.0
18056,2.7755575615628914e-17
18057,0.0
18058,0.0
18059,0.0
18060,0.0
18061,0.0
18062,-1.1102230246251565e-16
18063,0.0
18064,-2.220446049250313e-16
18065,0.0
18066,0.0
18067,0.0
18068,-2.220446049250313e-16
18069,0.0
18070,0.0
18071,0.0
18072,0.0
18073,0.0
18074,4.440892098500626e-16
18075,0.0
18076,4.440892098500626e-16
18077,7.840950111415168e-16
18078,-8.881784197001252e-16
18079,4.440892098500626e-16
18080,8.881784197001252e-16
18081,0.0
18082,0.0
18083,4.440892098500626e-16
18084,4.440892098500626e-16
18085,8.881784197001252e-16
18086,0.0
18087,0.0
18088,0.0
18089,-4.440892098500626e-16
18090,-4.440892098500626e-16
18091,0.0
18092,4.440892098500626e-16
18093,4.440892098500626e-16
18094,-4.440892098500626e-16
18095,1.0269562977782698e-15
18096,0.0
18097,4.440892098500626e-16
18098,0.0
18099,0.0
18100,0.0
18101,0.0
18102,0.0
18103,0.0
18104,0.0
18105,0.0
18106,0.0
18107,0.0
18108,-2.220446049250313e-16
18109,2.220446049250313e-16
18110,-1.1102230246251565e-16
18111,0.0
18112,0.0
18113,0.0
18114,0.0
18115,0.0
18116,0.0
18117,0.0
18118,0.0
18119,0.0
18120,0.0
18121,0.0
18122,0.0
18123,0.0
18124,0.0
18125,0.0
18126,0.0
18127,0.0
18128,0.0
18129,0.0
18130,0.0
18131,0.0
18132,0.0
18133,0.0
18134,0.0
18135,0.0
18136,0.0
18137,0.0
18138,0.0
18139,0.0
18140,0.0
18141,0.0
18142,0.0
18143,0.0
18144,0.0
18145,0.0
18146,0.0
18147,2.220446049250313e-16
18148,0.0
18149,0.0
18150,0.0
18151,0.0
18152,0.0
18153,0.0
18154,0.0
18155,0.0
18156,0.0
18157,0.0
18158,0.0
18159,0.0
18160,0.0
18161,0.0
18162,0.0
18163,0.0
18164,2.220446049250313e-16
18165,1.1102230246251565e-16
18166,0.0
18167,-2.220446049250313e-16
18168,2.220446049250313e-16
18169,4.440892098500626e-16
18170,-4.440892098500626e-16
18171,-4.440892098500626e-16
18172,0.0
18173,0.0
18174,-4.440892098500626e-16
18175,-1.1102230246251565e-16
18176,-8.881784197001252e-16
18177,4.440892098500626e-16
18178,0.0
18179,5.828670879282072e-16
18180,0.0
18181,8.881784197001252e-16
18182,-8.881784197001252e-16
18183,4.440892098500626e-16
18184,4.440892098500626e-16
18185,0.0
18186,4.440892098500626e-16
18187,0.0
18188,0.0
18189,-1.1102230246251565e-16
18190,0.0
18191,0.0
18192,0.0
18193,0.0
18194,0.0
18195,0.0
18196,0.0
18197,0.0
18198,-4.440892098500626e-16
18199,-4.440892098500626e-16
18200,4.440892098500626e-16
18201,0.0
18202,0.0
18203,2.220446049250313e-16
18204,-2.220446049250313e-16
18205,2.220446049250313e-16
18206,0.0
18207,0.0
18208,0.0
18209,0.0
18210,0.0
18211,0.0
18212,0.0
18213,0.0
18214,0.0
18215,0.0
18216,0.0
18217,0.0
18218,0.0
18219,0.0
18220,0.0
18221,0.0
18222,0.0
18223,0.0
18224,0.0
18225,0.0
18226,0.0
18227,0.0
18228,0.0
18229,0.0
18230,0.0
18231,0.0
18232,0.0
18233,0.0
18234,0.0
18235,0.0
18236,0.0
18237,0.0
18238,0.0
18239,0.0
18240,0.0
18241,0.0
18242,0.0
18243,0.0
18244,0.0
18245,0.0
18246,0.0
18247,0.0
18248,0.0
18249,0.0
18250,0.0
18251,0.0
18252,0.0
18253,0.0
18254,0.0
18255,0.0
18256,0.0
18257,0.0
18258,-8.326672684688674e-17
18259,0.0
18260,2.220446049250313e-16
18261,0.0
18262,-2.220446049250313e-16
18263,0.0
18264,0.0
18265,-4.440892098500626e-16
18266,4.440892098500626e-16
18267,4.440892098500626e-16
18268,4.440892098500626e-16
18269,0.0
18270,-4.996003610813204e-16
18271,-8.881784197001252e-16
18272,0.0
18273,-4.440892098500626e-16
18274,0.0
18275,8.881784197001252e-16
18276,0.0
18277,-8.881784197001252e-16
18278,4.440892098500626e-16
18279,4.440892098500626e-16
18280,0.0
18281,-4.440892098500626e-16
18282,-4.440892098500626e-16
18283,-4.440892098500626e-16
18284,-8.881784197001252e-16
18285,4.440892098500626e-16
18286,-8.881784197001252e-16
18287,4.440892098500626e-16
18288,0.0
18289,0.0
18290,8.881784197001252e-16
18291,-4.440892098500626e-16
18292,-8.326672684688674e-17
18293,6.661338147750939e-16
18294,-6.661338147750939e-16
18295,0.0
18296,6.661338147750939e-16
18297,6.661338147750939e-16
18298,4.440892098500626e-16
18299,2.220446049250313e-16
18300,2.220446049250313e-16
18301,2.220446049250313e-16
18302,4.440892098500626e-16
18303,2.220446049250313e-16
18304,-1.1102230246251565e-16
18305,0.0
18306,0.0
18307,0.0
18308,0.0
18309,0.0
18310,0.0
18311,0.0
18312,0.0
18313,0.0
18314,0.0
18315,0.0
18316,0.0
18317,0.0
18318,0.0
18319,0.0
18320,0.0
18321,0.0
18322,0.0
18323,0.0
18324,0.0
18325,0.0
18326,0.0
18327,0.0
18328,0.0
18329,0.0
18330,0.0
18331,0.0
18332,0.0
18333,0.0
18334,0.0
18335,0.0
18336,0.0
18337,0.0
18338,0.0
18339,0.0
18340,0.0
18341,0.0
18342,0.0
18343,0.0
18344,0.0
18345,1.1102230246251565e-16
18346,0.0
18347,0.0
18348,0.0
18349,0.0
18350,-2.220446049250313e-16
18351,0.0
18352,0.0
18353,-1.1102230246251565e-16
18354,0.0
18355,-2.220446049250313e-16
18356,-2.220446049250313e-16
18357,-2.220446049250313e-16
18358,0.0
18359,0.0
18360,2.220446049250313e-16
18361,0.0
18362,-1.1102230246251565e-16
18363,0.0
18364,-8.881784197001252e-16
18365,-4.440892098500626e-16
18366,0.0
18367,4.440892098500626e-16
18368,0.0
18369,-4.440892098500626e-16
18370,4.440892098500626e-16
18371,-8.881784197001252e-16
18372,8.881784197001252e-16
18373,-4.440892098500626e-16
18374,4.440892098500626e-16
18375,4.440892098500626e-16
18376,-4.440892098500626e-16
18377,4.440892098500626e-16
18378,-8.881784197001252e-16
18379,0.0
18380,4.440892098500626e-16
18381,-8.881784197001252e-16
18382,-8.881784197001252e-16
18383,4.440892098500626e-16
18384,0.0
18385,4.440892098500626e-16
18386,-4.440892098500626e-16
18387,5.551115123125783e-16
18388,0.0
18389,8.881784197001252e-16
18390,-4.440892098500626e-16
18391,-8.881784197001252e-16
18392,-2.220446049250313e-16
18393,-4.440892098500626e-16
18394,8.881784197001252e-16
18395,-4.440892098500626e-16
18396,0.0
18397,4.440892098500626e-16
18398,-2.220446049250313e-16
18399,-2.220446049250313e-16
18400,0.0
18401,-2.220446049250313e-16
18402,0.0
18403,0.0
18404,0.0
18405,0.0
18406,0.0
18407,0.0
18408,0.0
18409,0.0
18410,0.0
18411,0.0
18412,0.0
18413,0.0
18414,0.0
18415,0.0
18416,0.0
18417,0.0
18418,0.0
18419,0.0
18420,0.0
18421,0.0
18422,0.0
18423,0.0
18424,0.0
18425,0.0
18426,0.0
18427,0.0
18428,0.0
18429,0.0
18430,0.0
18431,0.0
18432,0.0
18433,0.0
18434,0.0
18435,0.0
18436,0.0
18437,0.0
18438,0.0
18439,0.0
18440,0.0
18441,0.0
18442,1.1102230246251565e-16
18443,2.7755575615628914e-17
18444,0.0
18445,0.0
18446,0.0
18447,0.0
18448,0.0
18449,0.0
18450,-1.1102230246251565e-16
18451,2.220446049250313e-16
18452,-1.1102230246251565e-16
18453,-1.1102230246251565e-16
18454,-2.220446049250313e-16
18455,0.0
18456,-4.440892098500626e-16
18457,0.0
18458,-4.440892098500626e-16
18459,0.0
18460,2.220446049250313e-16
18461,0.0
18462,0.0
18463,0.0
18464,0.0
18465,-4.440892098500626e-16
18466,0.0
18467,3.3306690738754696e-16
18468,-4.440892098500626e-16
18469,-6.661338147750939e-16
18470,-8.881784197001252e-16
18471,4.440892098500626e-16
18472,0.0
18473,0.0
18474,0.0
18475,0.0
18476,-6.661338147750939e-16
18477,2.220446049250313e-16
18478,-8.881784197001252e-16
18479,-2.220446049250313e-16
18480,0.0
18481,0.0
18482,-2.220446049250313e-16
18483,0.0
18484,-4.440892098500626e-16
18485,0.0
18486,2.220446049250313e-16
18487,-2.220446049250313e-16
18488,0.0
18489,2.220446049250313e-16
18490,0.0
18491,-2.220446049250313e-16
18492,-3.3306690738754696e-16
18493,-2.220446049250313e-16
18494,-4.440892098500626e-16
18495,1.1102230246251565e-16
18496,1.1102230246251565e-16
18497,-2.220446049250313e-16
18498,1.1102230246251565e-16
18499,-1.1102230246251565e-16
18500,0.0
18501,0.0
18502,0.0
18503,0.0
18504,0.0
18505,0.0
18506,0.0
18507,0.0
18508,0.0
18509,0.0
18510,0.0
18511,0.0
18512,0.0
18513,0.0
18514,0.0
18515,0.0
18516,0.0
18517,0.0
18518,0.0
18519,0.0
18520,0.0
18521,0.0
18522,0.0
18523,0.0
18524,0.0
18525,0.0
18526,0.0
18527,0.0
18528,0.0
18529,0.0
18530,0.0
18531,0.0
18532,0.0
18533,0.0
18534,0.0
18535,0.0
18536,1.1102230246251565e-16
18537,-1.1102230246251565e-16
18538,-1.1102230246251565e-16
18539,0.0
18540,0.0
18541,0.0
18542,0.0
18543,0.0
18544,0.0
18545,0.0
18546,0.0
18547,0.0
18548,0.0
18549,0.0
18550,1.1102230246251565e-16
18551,0.0
18552,-1.1102230246251565e-16
18553,2.220446049250313e-16
18554,2.220446049250313e-16
18555,0.0
18556,-5.551115123125783e-16
18557,-4.440892098500626e-16
18558,5.551115123125783e-16
18559,1.1102230246251565e-16
18560,-1.1102230246251565e-16
18561,-7.771561172376096e-16
18562,-7.771561172376096e-16
18563,-8.881784197001252e-16
18564,0.0
18565,0.0
18566,0.0
18567,1.1102230246251565e-16
18568,-2.220446049250313e-16
18569,1.1102230246251565e-16
18570,-1.1102230246251565e-16
18571,1.1102230246251565e-16
18572,-2.220446049250313e-16
18573,-2.220446049250313e-16
18574,-2.220446049250313e-16
18575,-3.3306690738754696e-16
18576,1.1102230246251565e-16
18577,1.1102230246251565e-16
18578,0.0
18579,-1.1102230246251565e-16
18580,-2.220446049250313e-16
18581,-2.220446049250313e-16
18582,-1.1102230246251565e-16
18583,-1.1102230246251565e-16
18584,-6.661338147750939e-16
18585,5.551115123125783e-16
18586,3.3306690738754696e-16
18587,7.771561172376096e-16
18588,-1.1102230246251565e-16
18589,1.1102230246251565e-16
18590,-1.1102230246251565e-16
18591,2.220446049250313e-16
18592,0.0
18593,-1.1102230246251565e-16
18594,0.0
18595,-1.1102230246251565e-16
18596,0.0
18597,-1.1102230246251565e-16
18598,0.0
18599,0.0
18600,0.0
18601,0.0
18602,0.0
18603,0.0
18604,0.0
18605,0.0
18606,0.0
18607,0.0
18608,0.0
18609,0.0
18610,0.0
18611,0.0
18612,0.0
18613,0.0
18614,0.0
18615,0.0
18616,0.0
18617,0.0
18618,0.0
18619,0.0
18620,0.0
18621,0.0
18622,0.0
18623,0.0
18624,0.0
18625,0.0
18626,0.0
18627,0.0
18628,0.0
18629,0.0
18630,0.0
18631,0.0
18632,0.0
18633,0.0
18634,0.0
18635,0.0
18636,0.0
18637,0.0
18638,0.0
18639,0.0
18640,0.0
18641,0.0
18642,-1.1102230246251565e-16
18643,-1.1102230246251565e-16
18644,1.1102230246251565e-16
18645,1.1102230246251565e-16
18646,0.0
18647,2.220446049250313e-16
18648,4.440892098500626e-16
18649,-3.3306690738754696e-16
18650,0.0
18651,0.0
18652,0.0
18653,-4.440892098500626e-16
18654,-8.881784197001252e-16
18655,0.0
18656,-4.440892098500626e-16
18657,-4.440892098500626e-16
18658,4.440892098500626e-16
18659,8.326672684688674e-17
18660,4.440892098500626e-16
18661,-4.440892098500626e-16
18662,0.0
18663,-4.440892098500626e-16
18664,0.0
18665,0.0
18666,-1.1102230246251565e-16
18667,-4.440892098500626e-16
18668,4.440892098500626e-16
18669,4.440892098500626e-16
18670,0.0
18671,1.0269562977782698e-15
18672,0.0
18673,-8.881784197001252e-16
18674,8.881784197001252e-16
18675,0.0
18676,0.0
18677,4.440892098500626e-16
18678,0.0
18679,-1.1102230246251565e-16
18680,-4.440892098500626e-16
18681,-2.220446049250313e-16
18682,0.0
18683,-2.220446049250313e-16
18684,-2.220446049250313e-16
18685,-4.440892098500626e-16
18686,2.220446049250313e-16
18687,-2.220446049250313e-16
18688,0.0
18689,0.0
18690,0.0
18691,0.0
18692,0.0
18693,0.0
18694,0.0
18695,0.0
18696,0.0
18697,0.0
18698,0.0
18699,0.0
18700,0.0
18701,0.0
18702,0.0
18703,0.0
18704,0.0
18705,0.0
18706,0.0
18707,0.0
18708,0.0
18709,0.0
18710,0.0
18711,0.0
18712,0.0
18713,0.0
18714,0.0
18715,0.0
18716,0.0
18717,0.0
18718,0.0
18719,0.0
18720,0.0
18721,0.0
18722,0.0
18723,0.0
18724,0.0
18725,0.0
18726,0.0
18727,0.0
18728,0.0
18729,0.0
18730,-8.326672684688674e-17
18731,0.0
18732,0.0
18733,0.0
18734,0.0
18735,0.0
18736,0.0
18737,0.0
18738,0.0
18739,0.0
18740,0.0
18741,-2.220446049250313e-16
18742,0.0
18743,0.0
18744,4.440892098500626e-16
18745,-4.440892098500626e-16
18746,0.0
18747,0.0
18748,4.440892098500626e-16
18749,4.440892098500626e-16
18750,0.0
18751,4.440892098500626e-16
18752,0.0
18753,0.0
18754,0.0
18755,0.0
18756,0.0
18757,0.0
18758,0.0
18759,0.0
18760,0.0
18761,0.0
18762,-1.1102230246251565e-16
18763,0.0
18764,0.0
18765,0.0
18766,0.0
18767,-2.220446049250313e-16
18768,4.440892098500626e-16
18769,0.0
18770,2.220446049250313e-16
18771,0.0
18772,-8.881784197001252e-16
18773,0.0
18774,6.661338147750939e-16
18775,0.0
18776,0.0
18777,-2.220446049250313e-16
18778,4.440892098500626e-16
18779,0.0
18780,0.0
18781,0.0
18782,0.0
18783,0.0
18784,0.0
18785,0.0
18786,0.0
18787,0.0
18788,0.0
18789,0.0
18790,0.0
18791,0.0
18792,0.0
18793,0.0
18794,0.0
18795,0.0
18796,0.0
18797,0.0
18798,0.0
18799,0.0
18800,0.0
18801,0.0
18802,0.0
18803,0.0
18804,0.0
18805,0.0
18806,0.0
18807,0.0
18808,0.0
18809,0.0
18810,0.0
18811,0.0
18812,0.0
18813,0.0
18814,0.0
18815,0.0
18816,0.0
18817,0.0
18818,0.0
18819,0.0
18820,0.0
18821,0.0
18822,-2.220446049250313e-16
18823,0.0
18824,0.0
18825,0.0
18826,0.0
18827,0.0
18828,0.0
18829,2.7755575615628914e-17
18830,0.0
18831,0.0
18832,0.0
18833,-2.220446049250313e-16
18834,-2.220446049250313e-16
18835,0.0
18836,-2.220446049250313e-16
18837,0.0
18838,2.220446049250313e-16
18839,0.0
18840,1.1102230246251565e-16
18841,0.0
18842,-4.440892098500626e-16
18843,4.440892098500626e-16
18844,6.661338147750939e-16
18845,0.0
18846,8.881784197001252e-16
18847,1.3877787807814457e-16
18848,-8.881784197001252e-16
18849,-4.440892098500626e-16
18850,-4.440892098500626e-16
18851,4.440892098500626e-16
18852,0.0
18853,2.220446049250313e-16
18854,0.0
18855,0.0
18856,0.0
18857,0.0
18858,0.0
18859,-1.1102230246251565e-16
18860,0.0
18861,0.0
18862,0.0
18863,0.0
18864,4.440892098500626e-16
18865,0.0
18866,-4.440892098500626e-16
18867,0.0
18868,0.0
18869,0.0
18870,-6.661338147750939e-16
18871,6.661338147750939e-16
18872,0.0
18873,0.0
18874,-2.220446049250313e-16
18875,0.0
18876,2.220446049250313e-16
18877,2.220446049250313e-16
18878,0.0
18879,2.220446049250313e-16
18880,0.0
18881,0.0
18882,0.0
18883,0.0
18884,0.0
18885,0.0
18886,0.0
18887,0.0
18888,0.0
18889,0.0
18890,0.0
18891,0.0
18892,0.0
18893,0.0
18894,0.0
18895,0.0
18896,0.0
18897,0.0
18898,0.0
18899,0.0
18900,0.0
18901,0.0
18902,0.0
18903,0.0
18904,0.0
18905,0.0
18906,0.0
18907,0.0
18908,0.0
18909,-2.220446049250313e-16
18910,0.0
18911,0.0
18912,0.0
18913,0.0
18914,0.0
18915,0.0
18916,0.0
18917,0.0
18918,0.0
18919,0.0
18920,0.0
18921,0.0
18922,0.0
18923,0.0
18924,0.0
18925,0.0
18926,0.0
18927,0.0
18928,0.0
18929,0.0
18930,2.220446049250313e-16
18931,0.0
18932,-1.1102230246251565e-16
18933,2.220446049250313e-16
18934,0.0
18935,0.0
18936,-2.220446049250313e-16
18937,2.220446049250313e-16
