,pv
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0047985265130707335
689,0.0047985265130707335
690,0.0047985265130707335
691,0.0047985265130707335
692,0.04115100009693993
693,0.04115100009693993
694,0.04115100009693993
695,0.04115100009693993
696,0.1986299156622613
697,0.1986299156622613
698,0.1986299156622613
699,0.1986299156622613
700,0.4360034898374641
701,0.4360034898374641
702,0.4360034898374641
703,0.4360034898374641
704,0.6443112418004976
705,0.6443112418004976
706,0.6443112418004976
707,0.6443112418004976
708,0.7949558923320514
709,0.7949558923320514
710,0.7949558923320514
711,0.7949558923320514
712,0.890118589847158
713,0.890118589847158
714,0.890118589847158
715,0.890118589847158
716,0.9356480434290885
717,0.9356480434290885
718,0.9356480434290885
719,0.9356480434290885
720,0.9319643261059232
721,0.9319643261059232
722,0.9319643261059232
723,0.9319643261059232
724,0.8122596697579733
725,0.8122596697579733
726,0.8122596697579733
727,0.8122596697579733
728,0.09349856205771157
729,0.09349856205771157
730,0.09349856205771157
731,0.09349856205771157
732,0.14768798268006592
733,0.14768798268006592
734,0.14768798268006592
735,0.14768798268006592
736,0.2714318027595567
737,0.2714318027595567
738,0.2714318027595567
739,0.2714318027595567
740,0.14020745144925195
741,0.14020745144925195
742,0.14020745144925195
743,0.14020745144925195
744,0.047759071961741034
745,0.047759071961741034
746,0.047759071961741034
747,0.047759071961741034
748,0.012876853976152777
749,0.012876853976152777
750,0.012876853976152777
751,0.012876853976152777
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,9.693992955698451e-05
785,9.693992955698451e-05
786,9.693992955698451e-05
787,9.693992955698451e-05
788,0.06042588942385369
789,0.06042588942385369
790,0.06042588942385369
791,0.06042588942385369
792,0.1841697095033444
793,0.1841697095033444
794,0.1841697095033444
795,0.1841697095033444
796,0.3986493036481727
797,0.3986493036481727
798,0.3986493036481727
799,0.3986493036481727
800,0.6042427375836107
801,0.6042427375836107
802,0.6042427375836107
803,0.6042427375836107
804,0.7712863928652212
805,0.7712863928652212
806,0.7712863928652212
807,0.7712863928652212
808,0.8581607264032055
809,0.8581607264032055
810,0.8581607264032055
811,0.8581607264032055
812,0.4733415193718293
813,0.4733415193718293
814,0.4733415193718293
815,0.4733415193718293
816,0.10965521698387566
817,0.10965521698387566
818,0.10965521698387566
819,0.10965521698387566
820,0.0653213558664814
821,0.0653213558664814
822,0.0653213558664814
823,0.0653213558664814
824,0.37884124470869546
825,0.37884124470869546
826,0.37884124470869546
827,0.37884124470869546
828,0.41567841794034954
829,0.41567841794034954
830,0.41567841794034954
831,0.41567841794034954
832,0.3319707887678935
833,0.3319707887678935
834,0.3319707887678935
835,0.3319707887678935
836,0.15337512521407567
837,0.15337512521407567
838,0.15337512521407567
839,0.15337512521407567
840,0.06330177400071088
841,0.06330177400071088
